test_index,cid,description,ground_truth,generated,word_length,word_bucket,token_length,token_bucket,bertzct,bertz_bucket,maccs,valid
1601,136041719,"The molecule is a primary aliphatic ammonium ion which is obtained from streptothricin D by protonation of the guanidino and amino groups and deprotonation of the carboxylic acid group. It is a primary aliphatic ammonium ion, a monocarboxylic acid anion and a guanidinium ion. It is a conjugate acid of a streptothricin D acid.",C(C[C@@H](CC(=O)NCCC[C@@H](CC(=O)NCCC[C@@H](CC(=O)N[C@@H]1[C@@H]([C@H]([C@H](O[C@H]1NC2=[NH+][C@@H]([C@H](N2)[C@@H](C[NH3+])O)C(=O)[O-])CO)OC(=O)N)O)[NH3+])[NH3+])[NH3+])C[NH3+],C(C[C@@H](CC(=O)N[C@@H]1[C@@H]([C@H]([C@H](O[C@H]1N[C@H]2[C@@H]([C@@H]([C@H](N2)[C@@H](C[NH3+])O)C(=O)[O-])CNC(=O)C[C@H](CO)NC(=O)C[C@H](CCCNC(=O)C[C@H](CCC[NH3+])[NH3+])[NH3+])[NH3+])O,54,1-64,97,97-128,1250.44594159566,>800,,False
1602,72193820,"The molecule is a 3-hydroxy fatty acyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of (3R,19Z,22Z,25Z,28Z)-3-hydroxytetratriacontatetraenoic acid. It is a (R)-3-hydroxyacyl-CoA, a 3-hydroxy fatty acyl-CoA, an unsaturated fatty acyl-CoA and an ultra-long-chain fatty acyl-CoA. It is a conjugate acid of a (3R,19Z,22Z,25Z,28Z)-3-hydroxytetratriacontatetraenoyl-CoA(4-).",CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCCCCCCCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCCCCCCCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,52,1-64,172,>160,2514.9098206664767,>800,1.0,True
1603,761520,"The molecule is a member of the class of pyridines that is 2-(pyridin-4-yl)ethane-1-thiol in which the thiol hydrogen is replaced by a 4-methoxyphenyl group. It has a role as a VEGF activator. It is a member of pyridines, a monomethoxybenzene and an aryl sulfide. It is a conjugate base of a GS4012 free base(1+).",COC1=CC=C(C=C1)SCCC2=CC=NC=C2,COC1=CC=C(C=C1)SC2=CC=NC=C2,54,1-64,111,97-128,441.5392059497807,300-800,0.8518518518518519,True
1604,2723810,The molecule is an organic sodium salt which is the monosodium salt of formic acid. It has a role as a buffer and an astringent. It contains a formate.,C(=O)[O-].[Na+],C(=O)[O-].[Na+],29,1-64,40,1-64,13.509775004326936,<100,1.0,True
1605,91819816,The molecule is a 2-hydroxyglutaryl-CoA(5-) that results from the removal of all five protons from the phosphate and carboxylic acid groups of (R)-2-hydroxyglutaryl-CoA; major species at pH 7.3. It is a conjugate base of a (R)-2-hydroxyglutaryl-CoA.,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)[C@@H](CCC(=O)[O-])O)O,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)[C@@H](CCC(=O)[O-])O)O,36,1-64,85,65-96,1899.6998014505064,>800,1.0,True
1606,440236,The molecule is a L-glutamic acid derivative. It has a role as an Escherichia coli metabolite. It derives from a L-gamma-glutamyl phosphate. It is a conjugate acid of a N-acetyl-L-gamma-glutamyl phosphate(3-).,CC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O,CC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O,31,1-64,71,65-96,360.88519503300023,300-800,1.0,True
1607,86583397,The molecule is an organophosphate oxoanion obtained by deprotonation of the phosphate OH groups of 2-epi-5-epi-valiolone 7-phosphate; major species at pH 7.3. It has a role as a bacterial metabolite. It is a conjugate base of a 2-epi-5-epi-valiolone 7-phosphate.,C1C(=O)[C@H]([C@H]([C@@H]([C@@]1(COP(=O)([O-])[O-])O)O)O)O,C1C(=O)[C@@H]([C@H]([C@@H]([C@@]1(COP(=O)([O-])[O-])O)O)O)O,39,1-64,90,65-96,351.25353203889483,300-800,1.0,True
1608,9875401,"The molecule is a monocarboxylic acid amide obtained by formal condensation of the carboxy group of 5-chlorothiophene-2-carboxylic acid with the amino group of 4-{4-[(5S)-5-(aminomethyl)-2-oxo-1,3-oxazolidin-3-yl]phenyl}morpholin-3-one. An anticoagulant used for prophylaxis of venous thromboembolism in patients with knee or hip replacement surgery. It has a role as an anticoagulant and an EC 3.4.21.6 (coagulation factor Xa) inhibitor. It is a member of thiophenes, an organochlorine compound, an oxazolidinone, a member of morpholines, a lactam, an aromatic amide and a monocarboxylic acid amide.",C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,C1C(=O)NC(=O)N1)OC2=CCC(=C(C=C2)C3=NC(=O)CC(=C3)Cl,80,65-96,202,>160,932.180757191145,>800,,False
1609,440834,"The molecule is a leucoanthocyanidin that is the 3-deoxy derivative of (2R,3S,4S)-leucocyanidin. It is a pentahydroxyflavan and a leucoanthocyanidin. It derives from a (2R,3S,4S)-leucocyanidin.",C1[C@H](OC2=CC(=CC(=C2C1O)O)O)C3=CC(=C(C=C3)O)O,C1[C@H](C(=C2C=C1C(=C2C(=O)O)O)CC3=CC(=C(C=C3)O)O)O,24,1-64,81,65-96,696.8034648427933,300-800,0.5952380952380952,True
1610,86289455,"The molecule is a polyunsaturated fatty acid anion that is the conjugate base of 12(S)-HPE(8,10,14)TrE, obtained by deprotonation of the carboxy group; major species at pH 7.3. It derives from an all-cis-icosa-8,11,14-trienoate. It is a conjugate base of a 12(S)-HPE(8,10,14)TrE.",CCCCC/C=C\\C[C@@H](/C=C/C=C\\CCCCCCC(=O)[O-])OO,CCCCC/C=C\\C[C@@H](/C=C/C=C\\CCCCCCC(=O)[O-])OO,40,1-64,106,97-128,371.83513822340706,300-800,1.0,True
1611,5353,"The molecule is an imidazopyridine that is 1H-imidazo[4,5-b]pyridine which is substituted at position 2 by a 2-methoxy-4-(methylsulfinyl)phenyl group. An A1 adenosine receptor antagonist, it was formerly used as a cardiotonic agent. It has a role as a cardiotonic drug, an EC 3.1.4.* (phosphoric diester hydrolase) inhibitor and an adenosine A1 receptor antagonist. It is an imidazopyridine and a sulfoxide.",COC1=C(C=CC(=C1)S(=O)C)C2=NC3=C(N2)C=CC=N3,COC1=CC(=C(C=C1)NC3=NC=CC=C3C2=NN=C,59,1-64,129,129-160,764.9682817655871,300-800,,False
1612,5283468,The molecule is a 1-monoglyceride where the acyl group is oleoyl. It has a role as a plant metabolite. It is a 1-acylglycerol 18:1 and a monooleoylglycerol. It derives from an oleic acid.,CCCCCCCC/C=C\\CCCCCCCC(=O)OCC(CO)O,CCCCCCCC/C=C\\CCCCCCCC(=O)OCC(CO)O,33,1-64,66,65-96,315.01791011000046,300-800,1.0,True
1613,69602,The molecule is a member of the class of acetamides that is acetamide comprising histamine having an acetyl group attached to the side-chain amino function. It has a role as a human metabolite. It is a member of acetamides and a member of imidazoles. It derives from a histamine.,CC(=O)NCCC1=CN=CN1,CC(=O)NCC1=CC=CN=C1)C(=O)N,49,1-64,69,65-96,217.5993748729431,100-300,,False
1614,441005,"The molecule is a member of the cadinene family of sesquiterpenes in which the double bonds are located at the 4-4a and 7-8 positions, and in which the isopropyl group at position 1 is cis to the hydrogen at the adjacent bridgehead carbon (the 1S,8aR-enantiomer). It is a delta-cadinene and a cadinene. It is an enantiomer of a (-)-delta-cadinene.",CC1=C[C@H]2[C@@H](CCC(=C2CC1)C)C(C)C,CC1=C[C@@H]2[C@H](CCC(=C2CC1)C)C(C)C,59,1-64,106,97-128,304.0,300-800,1.0,True
1615,5707,"The molecule is a methyl benzene that is 1,3-dimethylbenzene which is substituted by a 5,6-dihydro-4H-1,3-thiazin-2-ylnitrilo group at position 2. It is an alpha2 adrenergic receptor agonist and frequently used in veterinary medicine as an emetic and sedative with analgesic and muscle relaxant properties. It has a role as an emetic, an alpha-adrenergic agonist, a sedative, a muscle relaxant and an analgesic. It is a methylbenzene, a 1,3-thiazine and a secondary amino compound. It is a conjugate base of a xylazine(1+).",CC1=C(C(=CC=C1)C)NC2=NCCCS2,CC1=CC(=CC(=C1)C)NC2=CN=CS2CN(C)C,80,65-96,157,129-160,364.95855109193315,300-800,0.43103448275862066,True
1616,133052557,"The molecule is a member of benzoic acids, a carboxylic ester and a member of salicylates. It derives from an acetylsalicylic acid.",CCCCCCCCCCCCCCCC1=CC(=C(C=C1)C(=O)O)OC(=O)C,CC(=O)OC1=CC=CC=C1C(=O)O,22,1-64,40,1-64,579.9679222489012,300-800,0.6774193548387096,True
1617,45480588,The molecule is a glycopeptidolipid antigen from clinically prominent members of the Mycobacterium avium serocomplex. It has a role as an antigen.,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H]([C@@H](C)OC2[C@@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O[C@H]6[C@H]([C@@H]([C@@H]([C@@H](O6)C)OC(=O)C)OC)OC)O)O)OC)OC)O)C(=O)N[C@H](C)C(=O)N[C@@H](C)COC7[C@@H]([C@@H]([C@H]([C@@H](O7)C)OC)OC)O)O,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H]([C@@H](C)OC2[C@@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O[C@H]6[C@H]([C@@H]([C@@H]([C@@H](O6)C)NC(=O)C)O)OC)O)O)O)OC)O)C(=O)N[C@H](C)C(=O)N[C@@H](C)COC7[C@@H]([C@@H]([C@H]([C@@H](O7)C)OC)OC)O)O,22,1-64,39,1-64,3444.5390313061157,>800,0.9830508474576272,True
1618,10400369,The molecule is a D-fructofuranose 1-phosphate in which the anomeric centre has beta-configuration. It is a conjugate acid of a beta-D-fructofuranose 1-phosphate(2-).,C([C@@H]1[C@H]([C@@H]([C@](O1)(COP(=O)(O)O)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@](O1)(COP(=O)(O)O)O)O)O)O,22,1-64,58,1-64,289.7237977000914,100-300,1.0,True
1619,21625899,"The molecule is a tetracyclic triterpenoid isolated from Aglaia abbreviata. It has a role as a plant metabolite. It is a member of oxolanes, a diol and a tetracyclic triterpenoid. It derives from a hydride of a dammarane.",C[C@@]12CC[C@@H]([C@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@H](C4(C)C)O)C)C)[C@@]5(CC[C@H](O5)C(C)(C)O)C,C[C@@]12CC[C@@H]([C@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)[C@@]5(CC[C@@H](C[C@H](O5)C)C)O,38,1-64,70,65-96,783.9014412577819,300-800,0.8536585365853658,True
1620,24778881,The molecule is a phosphatidylcholine 42:1 in which the acyl groups specified at positions 1 and 2 are octadecanoyl and (15Z)-tetracosenoyl respectively. It derives from an octadecanoic acid and a (15Z)-tetracosenoic acid.,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\\CCCCCCCCCC,32,1-64,69,65-96,1032.219346425425,>800,1.0,True
1621,213043,"The molecule is an aminopyrimidine that is 5-methylpyrimidine-2,4-diamine in which one of the hydrogens of the methyl group has been replaced by a 2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl group. It is an aminopyrimidine, a member of chromenes and a member of cyclopropanes.",COC1=C(C2=C(C=CC(O2)C3CC3)C(=C1)CC4=CN=C(N=C4N)N)OC,CC(C1=CC2=C(O1)C=C2)C3=NC(=C(N=C3)C)C4=C(N=CC=N4)OC,38,1-64,91,65-96,877.5733341567471,>800,0.5081967213114754,True
1622,10447175,"The molecule is a hydroxyoctadecatrienoic acid that consists of 10E,12Z,15Z-octadecatrienoic acid bearing an additional 9-hydroxy substituent. It has a role as a metabolite. It is a hydroxy fatty acid and a HOTrE. It is a conjugate acid of a 9-HOTrE(1-).",CC/C=C\\C/C=C\\C=C\\C(CCCCCCCC(=O)O)O,CC/C=C\\C/C=C\\C=C\\C(CCCCCCCC(=O)O)O,40,1-64,86,65-96,329.3551402278868,300-800,1.0,True
1623,5270765,"The molecule is an alkaloid that is manzamine A with a hydroxy substituent at position 8. Isolated from Pachypellina and Acanthostrongylophora, it exhibits inhibitory activity against Glycogen Synthase Kinase-3 (EC 2.7.11.26). It has a role as a metabolite, an anti-HSV-2 agent and an EC 2.7.11.26 (tau-protein kinase) inhibitor. It is a member of beta-carbolines, an alkaloid and a member of isoquinolines. It derives from a manzamine A.",C1CCN2CC[C@H]3C(=C[C@@](CC/C=C\\C1)([C@H]4[C@]3(C2)C[C@H]/5N4CCCC/C=C5)O)C6=NC=CC7=C6NC8=C7C=CC=C8O,C1CCN2CC[C@H]3C(=C[C@@](CC/C=C\\C1)([C@H]4[C@]3(C2)C[C@H]/5N4CCCC/C=C5)O)C6=NC=CC7=C6NC8=C7C=C(C=C8)O,67,65-96,140,129-160,1587.7535025449063,>800,0.9814814814814815,True
1624,49866464,The molecule is a purine ribonucleoside 5'-monophosphate having 2-methyladenine as the nucleobase. It has a role as a metabolite. It derives from an adenosine 5'-monophosphate.,CC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,CN1C=NC(=O)NC(=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,25,1-64,54,1-64,807.4016006284169,>800,,False
1625,6736,The molecule is a methylindole carrying a methyl substituent at position 3. It is produced during the anoxic metabolism of L-tryptophan in the mammalian digestive tract. It has a role as a mammalian metabolite and a human metabolite.,CC1=CNC2=CC=CC=C12,CN1C(C2=CC=CC=C21),38,1-64,55,1-64,346.2557528676839,300-800,0.3448275862068966,True
1626,53354908,"The molecule is a dihydroxyflavanone that is (2S)-flavanone substituted by hydroxy groups at positions 3 and 7 and methoxy groups at positions 5 and 6. It has been isolated from Pisonia aculeata. It has a role as a metabolite and a plant metabolite. It is a member of dihydroflavonols, a dihydroxyflavanone, a dimethoxyflavanone and a secondary alpha-hydroxy ketone. It derives from a (2S)-flavanone.",COC1=C(C2=C(C=C1O)O[C@@H]([C@H](C2=O)O)C3=CC=CC=C3)OC,COC1=C(C(=C2C(=O)OC)[C@@H](C([C@H]1O2)C3=CC=C(C=C3)O)OC,63,1-64,117,97-128,740.4939663281598,300-800,,False
1627,54675756,"The molecule is a hexadienedioic acid compound having a 2-hydroxy substituent and with configuration (2E,4Z); 2-hydroxylated cis,cis-muconic acid It is a hexadienedioic acid and a 2-hydroxydicarboxylic acid. It derives from a muconic acid. It is a conjugate acid of a (2E,4Z)-2-hydroxymuconate(2-).",C(=C\\C(=O)O)\\C=C(/C(=O)O)\\O,C(=C/C(=O)O)\\C=C(\\C(=O)O)/O,41,1-64,109,97-128,225.12714181498274,100-300,1.0,True
1628,18618641,The molecule is a hydrate that is the trihydrate form of vanadyl sulfate. It has a role as a hypoglycemic agent and an EC 2.7.11.11 (cAMP-dependent protein kinase) inhibitor.,O.O.O.[O-]S(=O)(=O)[O-].O=[V+2],C1=CC(=CC=C1)COS(=O)(=O)O.O,29,1-64,53,1-64,103.21928094887363,100-300,0.6486486486486487,True
1629,146026564,"The molecule is a peptide cation obtained from the deprotonation of the carboxy groups of L-alpha-glutamyl and L-isoleucine residues, and protonation of the side chains of L-lysyl and L-arginyl residues of neurotensin (1-12). It is the major species at pH 7.3. It has a role as a human metabolite. It is a conjugate acid of a neurotensin (1-12).",CC[C@H](C)[C@@H](C(=O)[O-])NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCC[NH+]=C(N)N)NC(=O)[C@H](CCC[NH+]=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]5CCC(=O)N5,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@H](CC1=CC=C(C=C1)C(=O)N[C@@H](CCCN2C(=O)N[C@@H](CCCC[NH+]=C(N)N)NC(=O)[C@H](CCC[NH+]=C(N)N)N)C(=O)[C@@H]3CCN3C(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(=O)N)NC(=O)[O-])[NH3+],58,1-64,108,97-128,3649.46193139486,>800,,False
1630,49859698,"The molecule is an unsaturated fatty acyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of (5Z,11Z,14Z)-icosatrienoic acid. It is an unsaturated fatty acyl-CoA and a long-chain fatty acyl-CoA. It is a conjugate acid of a (5Z,11Z,14Z)-icosatrienoyl-CoA(4-).",CCCCC/C=C\\C/C=C\\CCCC/C=C\\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,CCCCC/C=C\\C/C=C\\CCCC/C=C\\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,46,1-64,111,97-128,2174.823843494035,>800,1.0,True
1631,45480624,"The molecule is beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)-[alpha-D-GlcpNAc-(1->2)-3-PEA-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-Kdo in which the terminal Kdo residue has alpha anomeric configuration. A branched octasaccharide corresponding to the core oligosaccharide of N. meningitis L3,7,9 type.",CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@@H]3[C@@H]([C@H](O[C@@H]([C@H]3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O)NC(=O)C)O)O)O)[C@H](CO)O)O[C@@H]8[C@@H](C[C@@](O[C@@H]8[C@@H](CO)O)(C(=O)O)O)O)O)[C@H](CO)O)O)OP(=O)(O)OCCN)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2O[C@@H]3[C@H]([C@H](O[C@@H](CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C)O)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O[C@@H]6[C@@H]([C@H]([C@H](O6)CO)O)O)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)[C@@H](CO)O)O)O)O)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)[C@@H](CO)O)O)O)O[C@H]1[C@@H]([C@H]([C@H](O1)CO)O)O)O)O)NC(=O)C)O)O)O)O,27,1-64,145,129-160,2933.8921112315074,>800,,False
1632,70680319,The molecule is a branched amino octasaccharide derivative that is beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc in which the mannosyl group is substituted at positions 3 and 6 by beta-D-GlcNAc-(1->2)-alpha-D-Man groups and the reducing-end N-acetyl-beta-D-glucosamine residue is substituted at position 6 by an alpha-L-fucosyl group. It has a role as an epitope. It is an amino octasaccharide and a glucosamine oligosaccharide.,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)NC(=O)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)NC(=O)C)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)NC(=O)C)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)NC(=O)C)O)O,56,1-64,148,129-160,2621.4895378335673,>800,,False
1633,91851125,"The molecule is an amino trisaccharide consisting of alpha-L-fucopyranose, 3-O-methyl-beta-D-galactopyranose and 2-acetamido-2-deoxy-D-glucopyranose residues joined in sequence by (1->2) and (1->4) glycosidic bonds. It is an amino sugar, an amino trisaccharide and a member of acetamides.",C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O)OC)O)O)O,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)CO)O)O)O)O,35,1-64,104,97-128,746.7346211888117,300-800,1.0,True
1634,25203591,The molecule is a dicarboxylic acid dianion arising from deprotonation of both carboxy groups of 4-carboxy-2-hydroxymuconate semialdehyde hemiacetal; major species at pH 7.3. It is a conjugate base of a 4-carboxy-2-hydroxymuconate semialdehyde hemiacetal.,C1=C(C=C(OC1O)C(=O)[O-])C(=O)[O-],C(=C(/C(=O)O)/C=C(\\C(=O)[O-]),33,1-64,92,65-96,312.944456877104,300-800,,False
1635,594,"The molecule is a sulfur-containing amino acid that is propanoic acid with an amino group at position 2 and a sulfanyl group at position 3. It has a role as a fundamental metabolite. It is an alpha-amino acid, a polar amino acid and a sulfur-containing amino acid. It contains a sulfanylmethyl group. It is a conjugate base of a cysteinium. It is a conjugate acid of a cysteinate(1-). It is a tautomer of a cysteine zwitterion.",C(C(C(=O)O)N)S,C(C(C(=O)O)N)S,76,65-96,117,97-128,75.33515884998701,<100,1.0,True
1636,485851,"The molecule is an antifungal metabolite of Sordaria araneosa that inhibits protein synthesis. It has a tetracyclic diterpene glycoside structure. It has a role as a protein synthesis inhibitor and an antifungal agent. It is a glycoside, a tetracyclic diterpenoid and a monosaccharide derivative.",C[C@@H]1CC[C@@H]2[C@@H]1C[C@@]3([C@@H]4C[C@]2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)CO[C@H]5[C@H]([C@@H]([C@@H]([C@H](O5)C)OC)O)O,C[C@@H]1CC[C@@H]2[C@@H]([C@H]1CC[C@@]34[C@H]2CC[C@](C3=C4)C(C)C)C(=O)O)[C@H]5[C@H]([C@@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O,44,1-64,84,65-96,916.8573286311429,>800,,False
1637,121225529,The molecule is a polyprenyl glycosyl diphosphate having eleven prenyl units and with 4-O-[(2R)-1-glycerylphosphono]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosamine as the glycosyl fragment. It is a conjugate acid of a 4-O-[(2R)-1-glycerylphosphonato]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl undecaprenyl diphosphate(3-).,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\COP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OP(=O)(O)OC[C@@H](CO)O)O)NC(=O)C)O)NC(=O)C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\COP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)OP(=O)(O)OC[C@@H](CO)O)O)NC(=O)C)O)NC(=O)C)/C)/C(=O)/C)/C)/C)/C)//C)/C)/C)/C)/C)/C)/C)/C)C,28,1-64,152,129-160,3033.3426491407326,>800,,False
1638,170404,The molecule is an indole that consists of 3H-indole bearing a methylene substituent at position 3. It has a role as a metabolite.,C=C1C=NC2=CC=CC=C12,C1=CC=C2C(=C1)CC=CN2,23,1-64,36,1-64,310.2592343861751,300-800,0.52,True
1639,6428178,"The molecule is a heteroacene compound consisting of benzothiophene fused to anthracene in a rectilinear arrangement. It is a heteroacene, an organosulfur heterocyclic compound and an organic heteropentacyclic compound.",C1=CC=C2C=C3C=C4C(=CC3=CC2=C1)C5=CC=CC=C5S4,C1=CC=C2C(=C1)SC3=CC=C2C4=SC5=CC=CC=C4S,29,1-64,59,1-64,1125.9691570759296,>800,,False
